STCOFIPS,AVLN_AFREQ,CFLD_AFREQ,CWAV_AFREQ,DRGT_AFREQ,ERQK_AFREQ,HAIL_AFREQ,HWAV_AFREQ,HRCN_AFREQ,ISTM_AFREQ,LNDS_AFREQ,LTNG_AFREQ,RFLD_AFREQ,SWND_AFREQ,TRND_AFREQ,TSUN_AFREQ,VLCN_AFREQ,WFIR_AFREQ,WNTW_AFREQ,AVLN_RISKR,CFLD_RISKR,CWAV_RISKR,DRGT_RISKR,ERQK_RISKR,HAIL_RISKR,HWAV_RISKR,HRCN_RISKR,ISTM_RISKR,LNDS_RISKR,LTNG_RISKR,RFLD_RISKR,SWND_RISKR,TRND_RISKR,TSUN_RISKR,VLCN_RISKR,WFIR_RISKR,WNTW_RISKR,AVLN_AFREQ_missing,ST,STATE,ST_ABBR,STCNTY,COUNTY,LOCATION,AREA_SQMI,E_TOTPOP,EP_POV150,EP_UNEMP,EP_HBURD,EP_NOHSDP,EP_UNINSUR,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EP_NOINT,EP_AFAM,EP_HISP,EP_ASIAN,EP_AIAN,EP_NHPI,EP_TWOMORE,EP_OTHERRACE
13193,NA,NA,0,49.388022214548855,4.33901034899e-4,2.627209105668337,0.309597523219814,0.097324431835649,0.392299234397232,0.01,67.03807392318018,0.208333333333333,1.082516039069727,0.246957464829011,NA,NA,1.2786954415e-5,0.247678018575852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13193,Macon County,"Macon County, Georgia",400.66188518439,12099,44.5,9.2,29.4,27.4,23.9,17.9,19,19.6,9.1,1,67.3,0.9,26.5,1.5,13.6,16.5,31.7,60.1,4.7,0.8,0.1,0,1,0.5
13195,NA,NA,0,51.9946889452825,6.32437717414e-4,4.960495490059489,0.123839009287926,0.046655328248464,1.278054677334219,0.01,57.702156403428944,0.25,1.862265794586304,0.175568975370997,NA,NA,4.0287680389e-5,1.11455108359133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13195,Madison County,"Madison County, Georgia",282.3234001841,30378,30.1,5.8,24.9,16.9,17.4,17.7,23.2,18.1,5.7,0.9,20.6,0.2,31.6,2.4,4,0.9,14.6,8.8,6.5,1.6,0.1,0,3,0.7
13197,NA,NA,0,53.190444102179576,2.19081161163e-4,2.802104640939926,0.247678018575851,0.086343900388795,0.373271785040231,0.01,69.9459061295752,0.208333333333333,1.029991494018286,0.240605460171042,NA,NA,5.3467759586e-5,0.247678018575851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13197,Marion County,"Marion County, Georgia",365.72115805168,7508,28.8,5.4,17.7,24.1,16.9,21.2,20.5,21.1,7.8,1.6,41.9,4.5,40,1.6,6.3,1.3,34.9,29.4,8.3,1.4,0.3,0,2.4,0.1
13199,NA,NA,0,53.76926536448477,3.86329592532e-4,4.61507964609096,0,0.070130325697851,0.642774274632075,0.01,58.50649283125254,0.291666666666667,1.133844392292897,0.339376815534445,NA,NA,3.8252815115e-5,0.557275541795665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13199,Meriwether County,"Meriwether County, Georgia",500.90637177216,20679,30.3,7.1,24.3,17.1,15,20.8,21.1,20.9,8.7,0,43.4,4,23.7,2.1,7.3,1.4,25.8,38.2,2.7,0.8,0.1,0.1,1.3,0.2
13201,NA,NA,0,37.210211355288976,3.34304908101e-4,1.419678755384915,0.185758513931889,0.225299068605106,0.01489,0.01,84.88681564308237,0.25,1.752000228954823,0.214051958073192,NA,NA,2.8633134647e-5,0.247678018575852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13201,Miller County,"Miller County, Georgia",282.422707935112,5923,36.9,5,26.9,17.3,16.5,21.4,22.5,16.6,7.2,0.5,33.7,0.3,22,4.4,11.4,2.9,38.8,27.3,2.9,0.7,1.1,0.3,0.9,0.5
13205,NA,NA,0,38.931731490263694,3.15362234185e-4,1.414734000312831,0.185758513931889,0.210804453740029,0.054296781230061,0.01,82.47530652205242,0.291666666666667,1.585083149020522,0.32526205617174,NA,NA,2.4966131873e-5,0.247678018575852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13205,Mitchell County,"Mitchell County, Georgia",512.15777208467,21634,40.7,9.5,27.1,16.5,19.4,17.7,22.8,21.1,15.8,0.7,54.2,0.6,19.7,2.2,13.3,9.1,22.2,44.7,5,0.1,1.1,0,2.7,0.6
13207,NA,NA,0,54.62729522891359,4.34681300595e-4,4.222311206937312,0.123839009287926,0.068642526966363,0.70017814745212,0.01,68.69355441106555,0.333333333333333,1.056738045094149,0.235192694836039,NA,NA,2.5286067699e-5,0.495356037151703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13207,Monroe County,"Monroe County, Georgia",396.091404303798,28287,20.6,3.8,17.4,11.6,12.4,18.7,20.7,15.4,4,0.4,27.7,2,17,1.7,2,4.2,12.8,21.6,2.5,1,0,0,2.3,0.1
13209,NA,NA,0,24.44784799783584,5.46703659063e-4,2.364388749849729,0.804953560371517,0.187501334655619,0.221950975086327,0.01,84.71724486199837,0.291666666666667,1.124719171762496,0.120836423748639,NA,NA,2.46991669583e-4,0.185758513931888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13209,Montgomery County,"Montgomery County, Georgia",241.145046206018,8687,33.3,6.5,20.5,16.1,14.6,17.1,20.4,13.8,8.1,2.3,34.6,0.1,38.5,0.9,4.3,9.3,21,23.5,7.4,0.4,0.3,0,2.9,0
13211,NA,NA,0,58.59677015229333,5.36173096523e-4,4.587751748444384,0.185758513931889,0.040909356554263,0.938058368076236,0.01,69.65616315234337,0.333333333333333,1.455682901440821,0.212875631205376,NA,NA,1.6340489329e-5,0.557275541795666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13211,Morgan County,"Morgan County, Georgia",347.411136728466,20171,13.3,2.9,20.4,10.6,8.6,20.2,22.5,13.3,5.5,0.3,27.2,1.4,13.6,3.4,4,0.9,16.5,21.4,3.2,0.2,0,0,2.1,0.3
13213,NA,NA,0.309597523219814,31.111151555072126,0.00175141780907,5.136832642085094,0,0.023197615414775,0.627472230701711,0.01,67.96124993207131,0.833333333333333,3.419243650782909,0.217560047021474,NA,NA,1.9287548339e-5,2.043352700419843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13213,Murray County,"Murray County, Georgia",344.493946928486,40063,23.6,6.7,18.1,23.8,14.2,14.9,24,13.7,5.9,2.2,19.8,2.5,29.1,2.5,4.6,0.7,19,0.4,15.9,0.8,0.1,0,2.2,0.4
13215,NA,NA,0,49.617225008794385,3.35466489418e-4,2.865766193168245,0.185758513931889,0.085142643503799,0.400474375349444,0.010904826410673,70.39806283204814,0.708333333333333,0.997165201623567,0.147271204752288,NA,NA,3.5817093148e-5,0.371517027863777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13215,Muscogee County,"Muscogee County, Georgia",216.49962118085,204572,29,7.3,32.7,11.5,12,14.1,24.8,17.2,12.2,0.9,61.6,12.8,1.3,2.6,10.3,2.8,14,45.8,8,2.6,0.1,0.2,4.7,0.4
13217,NA,NA,0,46.85275072360402,5.33692186898e-4,5.46712429260059,0.061919504643963,0.052471327311083,1.322505206404685,0.01,74.11267811453517,0.416666666666667,1.274911353575157,0.167751541373116,NA,NA,1.276813666e-5,0.557275541795665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13217,Newton County,"Newton County, Georgia",273.814222144842,113298,22.4,6.6,27.4,10.3,13.6,13.2,25.5,14.3,8.9,1.1,57.8,3.4,3.4,1.7,4.2,1.2,6.7,46.4,6.3,1.4,0.1,0,3.4,0.2
13219,NA,NA,0,50.16383436249042,6.0918432081e-4,4.822091467906588,0.123839009287926,0.043651505678143,1.091759990184067,0.01,73.67245808963212,0.166666666666667,1.582877899509541,0.114381964888378,NA,NA,1.7786981238e-5,0.804953560371517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13219,Oconee County,"Oconee County, Georgia",184.341729618568,41978,6,2.9,12.9,4.5,7.2,15.5,26.2,9.4,5.1,0.8,17.1,0.6,3.8,1.1,1.1,0.5,6.2,3.4,5.7,4,0.1,0.1,3.7,0.1
13221,NA,NA,0,58.99668693612741,6.92198942286e-4,4.352399851630773,0.185758513931888,0.050559655735766,1.241813324287169,0.01,63.53201454105801,0.166666666666667,2.131355354017942,0.270031436492909,NA,NA,2.0098602336e-5,0.804953560371517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13221,Oglethorpe County,"Oglethorpe County, Georgia",439.061807857558,14974,21,4.5,18,12.6,12.4,18.7,21.1,13.6,10.2,0.3,25.5,2.3,27.3,2.7,3.2,0.9,25.4,16.7,5.9,0.2,0,0.1,2.6,0
13223,NA,NA,0,40.64026522218911,6.56709669642e-4,6.129259362286804,0,0.042092088977897,0.739513415924026,0.01,70.4191433347595,0.416666666666667,1.942015502088239,0.212640236920172,NA,NA,1.82692769408e-4,0.990712074303405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13223,Paulding County,"Paulding County, Georgia",312.350290560842,169898,12.5,4.1,19,9,10.9,11.2,25.7,11.3,6.4,0.8,34.4,1.9,3.6,1.4,2.2,0.4,6.7,20.6,7.6,1.1,0,0.2,4.6,0.2
13225,NA,NA,0,46.52786510514952,5.92872099875e-4,2.727023158568719,0.371517027863777,0.098107111027346,0.397208627831505,0.01,68.65553924092868,0.375,0.975944224097618,0.086100369879974,NA,NA,1.192292251e-5,0.309597523219814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13225,Peach County,"Peach County, Georgia",150.28394285607,28054,25.7,6.6,25.7,14,11.1,16.4,21,17,10.3,1.2,55,4.6,11.4,1.8,6.2,5.8,18,43.6,8.2,0.3,0.1,0.4,2.5,0.1
13227,NA,NA,0.185758513931888,38.39556622250339,0.001000400481386,5.838610832543678,0,0.018210898642641,0.792616645879059,0.037075617966375,71.54646323906505,0.583333333333333,2.466762160353565,0.131135423674372,NA,NA,3.0691233814e-5,1.795665634674921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13227,Pickens County,"Pickens County, Georgia",232.059287378284,33439,21.9,4.5,19.9,9.9,12.4,22.1,19.2,18.7,4.7,0.5,7.4,1.4,12.4,3.5,3.1,1,8.9,0.5,3.3,0.3,0.2,0.1,3,0.1
13229,NA,NA,0.061919504643963,22.130584535215593,5.74190390218e-4,2.034839269637827,0.43343653250774,0.302643255826151,0.016870149679069,0.01,89.79893325491555,0.208333333333333,1.062151964237266,0.147689053493938,NA,NA,0.001537876007603,0.309597523219815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13229,Pierce County,"Pierce County, Georgia",340.455953215766,19822,30.1,2.3,16.8,13.3,14,17.1,24.6,13.2,4.8,0.4,16.3,0.8,31.9,1.5,3.3,1,26.5,9.7,5.1,0,0.1,0,1.4,0
13231,NA,NA,0,56.13731476649384,4.47755110298e-4,4.893944556225248,0.061919504643963,0.069505004640589,0.77959190281294,0.01,59.75861446226141,0.583333333333333,1.167047857620635,0.140593807959062,NA,NA,5.8917479742e-5,0.495356037151703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13231,Pike County,"Pike County, Georgia",216.086033351674,19145,14.3,4.5,15.6,11.9,13.6,15.7,23.5,11.6,3.9,0.1,13.3,0.3,11.5,1.1,2.5,1.2,19.1,8.6,1.9,0.4,0,0,2,0.4
13233,NA,NA,0,34.2391263620355,8.16819153837e-4,5.935883440933868,0,0.038856969719353,0.562304990839677,0.01,71.74937793531733,0.75,2.223738201057044,0.217041242423542,NA,NA,5.8705653201e-5,0.928792569659442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13233,Polk County,"Polk County, Georgia",310.339363236282,43019,28.4,4.8,28.2,17.1,14.2,15.4,25.2,16.9,7.5,2.8,29.4,2.1,9.5,2.9,5.8,0.7,16,12.1,13.8,0.7,0,0,1.9,0.9
13235,NA,NA,0,43.15130749901883,5.14007832702e-4,2.370212588193326,0.804953560371517,0.126324185277631,0.310396442824742,0.01,69.56103705252602,0.5,1.0651968034866801,0.165684929357058,NA,NA,1.0310045658e-5,0.185758513931888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13235,Pulaski County,"Pulaski County, Georgia",249.261256965614,9887,30.7,3.9,26.4,19.2,9.8,22.5,18.9,19.5,12.5,0.1,43.7,3.2,26.1,5.4,6.7,13.1,33,36.2,4.2,1.3,0,0,2,0
13237,NA,NA,0,58.59602778585788,5.6891634806e-4,3.915599256547122,0.185758513931888,0.05397847839798,0.752860045519401,0.01,78.52183139436484,0.5,1.24709282263355,0.192264476099438,NA,NA,1.2438164363e-5,0.495356037151703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13237,Putnam County,"Putnam County, Georgia",344.681645782562,22206,25.2,3.2,20.8,12.4,12.3,24.9,19.5,20.5,3.9,0.8,34.6,2.7,30.1,2.7,3.2,0.8,16.5,25.5,6.4,0.3,0,0.5,1.8,0.1
13239,NA,NA,0,49,1.64720208745e-4,2.010285463504184,0.123839009287926,0.107493888827314,0.393812052035251,0.01,76.13657670263147,0.083333333333333,1.293563122352703,0.123461454994861,NA,NA,1.86173151225e-4,0.247678018575852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13239,Quitman County,"Quitman County, Georgia",151.237341049752,2180,30.4,23.5,17.2,20.9,23.3,34.8,11,26.7,1.9,0.8,57.8,0,50.3,2.3,14.3,0,44.4,52.6,3.8,0,0,0,1.4,0
13241,NA,NA,0.123839009287926,37.7571655867922,9.31755412377e-4,4.517579990893729,0,0.036155408055367,1.181829513171935,0.01,52.509719548149405,0.958333333333333,2.194200383272893,0.174757485430733,NA,NA,1.11769482908e-4,2.052445866002691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13241,Rabun County,"Rabun County, Georgia",370.134317811352,16915,25.7,2.6,23.4,10.8,13.6,28.3,15.5,20.4,4.9,0.1,11.9,1.8,9.7,1.8,4.3,2.4,13.7,1.1,8,1,0,0,1.8,0
13243,NA,NA,0,48.98954389679627,2.6956135875e-4,1.80240358184558,0.123839009287926,0.148276560517526,0.288061131085232,0.01,77.8026136190041,0.125,1.384800758981084,0.335597784604184,NA,NA,7.0130773968e-5,0.247678018575851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13243,Randolph County,"Randolph County, Georgia",428.235854111052,6365,54.1,7.5,34.1,18.9,11,20.2,25,17.1,19.4,0,69.3,6.6,15.3,1.8,18.7,2.8,20.4,64.7,3.3,0.2,0,0,1,0.2
13245,NA,NA,0,44.549432924742845,8.48082673667e-4,3.087214400872632,0.371517027863777,0.113158623318486,1.125294702126857,0.01,87.21511391492565,0.75,4.026721844717942,0.199450574889978,NA,NA,3.8223937242e-5,0.619195046439627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13245,Richmond County,"Richmond County, Georgia",324.339815580322,206153,32,8.3,34.8,12.4,12,14.5,22.9,18.3,12.2,0.5,67.3,11.3,6.6,1.6,10,5,15.8,55.2,5.3,1.6,0.1,0.1,4.4,0.7
13247,NA,NA,0,40.57982264650846,4.11464397432e-4,5.63675204705673,0.061919504643963,0.052597744141196,1.414532459797499,0.01,78.7469206818423,0.333333333333333,1.257011893208466,0.079709665732654,NA,NA,1.1214927832e-5,0.619195046439629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13247,Rockdale County,"Rockdale County, Georgia",129.818534531098,93641,24.6,6,30.8,10.5,14.8,15.1,24,12.4,9.5,2.7,72.9,6.5,4,3.5,3.6,0.9,11.5,56.6,10.5,1.8,0.1,0.3,3.1,0.6
13249,NA,NA,0,51.68265085170136,2.60791995544e-4,2.656770303657448,0.309597523219814,0.094790897686166,0.396417815278278,0.01,69.54026944733081,0.125,1.088355639724552,0.103559695310262,NA,NA,2.4802497816e-5,0.247678018575851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13249,Schley County,"Schley County, Georgia",166.908497674604,4565,26.5,3.5,29.8,14.9,14.5,13.3,24.1,16,6.5,0,24.6,1,32.6,0.8,5.3,0,23.3,17.8,5.7,0,0,0,1.1,0
13251,NA,0,0,32.55644466286459,0.001242423276762,2.824066176323963,0.619195046439629,0.231077079375344,0.780174547047476,0.01,77.27171513162544,0.25,2.628124311212009,0.313905524288339,NA,NA,4.02347990099e-4,0.371517027863777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13251,Screven County,"Screven County, Georgia",645.820698360934,14026,28.6,7.2,17,15.1,11.3,19.8,20.6,15.4,7.3,0.3,44.7,0.6,35.4,1.8,5.4,2.5,21.7,40.1,2.6,0.4,0.1,0,1.5,0
13253,NA,NA,0,32.70235585575817,3.03550669255e-4,1.337218406361849,0.123839009287926,0.229776849521528,0.01489,0.01,85.11374109085419,0.25,1.741617594672753,0.184187536523807,NA,NA,8.7967622214e-5,0.185758513931888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13253,Seminole County,"Seminole County, Georgia",237.545878651908,9117,31.2,5.8,25,12.1,18.4,23.8,19.9,20.7,7.1,0.5,38.3,0.2,32.3,2.4,10.7,1.3,31.8,33,3.6,0.6,0,0,1.1,0
13255,NA,NA,0,54.78736860998897,4.17124977905e-4,5.296861352146115,0.061919504643963,0.070130325760216,0.965010108937436,0.01,66.00290639464136,0.416666666666667,1.210935253714688,0.119645979682221,NA,NA,3.5458814642e-5,0.495356037151703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13255,Spalding County,"Spalding County, Georgia",195.970395214604,67415,28.3,5.6,29.6,16.4,13,18.4,23.4,14.2,9.2,0.7,43.9,3,5.7,1.5,7.3,1.7,19.3,34.5,5.1,0.9,0.3,0,2.8,0.4
13257,NA,NA,0,44.4733762710986,7.79445027357e-4,4.99806867940602,0,0.023376775173865,1.608100059559263,0.01,56.69212589765635,0.583333333333333,1.873449040247182,0.096792241174126,NA,NA,1.47400608684e-4,1.203434706052996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13257,Stephens County,"Stephens County, Georgia",178.861866172294,26732,26.2,5.8,23.3,16.3,15.4,20.9,21.4,17.9,6.3,1,18.9,1.7,20.3,1.3,4.8,3.1,19.7,10.7,4.2,1.2,0.1,0.1,2.7,0
13259,NA,NA,0,51.54545454545457,1.97112643389e-4,2.077450830013267,0.619195046439629,0.098746566789887,0.378818393368463,0.01,68.59212308855608,0.125,1.214072685968011,0.348118172379231,NA,NA,1.27394278439e-4,0.185758513931889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13259,Stewart County,"Stewart County, Georgia",458.748270455508,5121,33,5.1,24.2,27.4,16.5,14.5,10.8,24.1,8.9,11.1,78.7,5.1,33.5,0.4,12.4,33.6,31,61,12.8,3.3,0.2,0,0.7,0.7
13261,NA,NA,0,50.363939520942,3.76657030493e-4,2.116494961869556,0.681114551083591,0.134064951896024,0.235236961657617,0.01,74.24759144021134,0.458333333333333,1.2044899429823,0.320139276783926,NA,NA,1.4002570586e-5,0.185758513931888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13261,Sumter County,"Sumter County, Georgia",482.877034633784,29378,34.5,6.5,31.5,16.3,11.8,16.9,22.4,13.4,12.7,1.1,61,1.7,16.3,3.1,10.6,6.3,23.3,51,6.1,1.3,0.1,0,2.4,0.1
13263,NA,NA,0,53.631334822416065,3.02619884153e-4,3.719054536864018,0.123839009287926,0.072765763802311,0.456575957393123,0.01,60.66678217711341,0.291666666666667,1.025734127375672,0.261788046484175,NA,NA,4.3357987989e-5,0.43343653250774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13263,Talbot County,"Talbot County, Georgia",391.377225911356,5793,33.2,4.3,25.7,16.6,13.4,25.9,16.3,23.3,3.9,0,59.5,1.1,32,1.1,11.6,0.5,29.6,56.5,0.9,0.2,0.1,0,1.5,0.3
13265,NA,NA,0,65.22727272727276,6.88117176023e-4,3.282535447693114,0.247678018575852,0.070130325521594,1.11673615247171,0.01,70.28083202091572,0.208333333333333,1.958859006403145,0.102444461794222,NA,NA,1.4108192515e-5,0.495356037151703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13265,Taliaferro County,"Taliaferro County, Georgia",194.606660170586,1635,27.3,4,21.6,15.7,12.5,28,14.6,22.6,8.2,0,64.6,0.8,37.8,1.2,8.6,0.2,40.4,50.3,6,0.1,0,0.2,5.4,2.6
13267,NA,NA,0,25.205027381101047,8.45202278708e-4,2.425668574028097,0.433441076431759,0.267243524286362,0.147348580847716,0.01,79.59533736661373,0.458333333333333,1.312519794928984,0.21183173586335,NA,NA,6.05247116998e-4,0.371520435806791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13267,Tattnall County,"Tattnall County, Georgia",480.839659322224,24309,34,8,20,21.7,15.2,14.3,20.3,18,8.4,2.6,44,0.2,33.5,3.2,6.2,21,22.4,28,12.5,0.3,0.1,0,2.3,0.8
13269,NA,NA,0,52.064599171498344,2.89678286063e-4,2.988379223037048,0.309597523219814,0.084334577925821,0.420357179180527,0.01,68.0891642442026,0.333333333333333,1.051399277484452,0.234668327799188,NA,NA,3.7029718758e-5,0.247678018575851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13269,Taylor County,"Taylor County, Georgia",376.68616527518,7799,44.5,6.6,38,26,11.6,20.9,20.2,19.6,8.1,0.3,42,0.9,35.4,1.9,10.1,2.6,31.1,38.5,0.7,0.9,0,0,1.9,0
13271,NA,NA,0,25.057049490969906,4.97884968374e-4,2.164145197280193,0.804953560371517,0.203791854968484,0.154984930705381,0.01,78.40627740194333,0.5,1.162037792743264,0.225216764147147,NA,NA,1.51144989734e-4,0.185758513931888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13271,Telfair County,"Telfair County, Georgia",437.307269249486,12619,45.2,2.1,20.3,24.5,12,17.6,23.8,23.4,10.8,5.4,53.4,0.5,23,4.3,11.1,20.1,30.8,35.1,17.4,0.1,0,0,0.7,0.1
13273,NA,NA,0,47.937597717409055,3.92306755861e-4,1.870979443072424,0.185758513931889,0.150013920283798,0.212379221743565,0.01,81.36754485620067,0.166666666666667,1.263646711306244,0.222403789011807,NA,NA,2.1565339681e-5,0.247678018575851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13273,Terrell County,"Terrell County, Georgia",335.791284296682,9004,39.7,8.7,26.2,18.1,18.2,19.8,22.7,15.1,12.9,0.2,64,2.9,14.3,3.6,11.8,3.5,23.5,58.4,3,2.4,0,0,0.3,0
13275,NA,NA,0,27.42767598925745,2.39790674737e-4,1.347172509315256,0.123839009287926,0.235485475825412,0.01489,0.01,80.2704720623828,0.5,1.583648843266944,0.315115451652094,NA,NA,1.4365144512e-4,0.185758513931889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13275,Thomas County,"Thomas County, Georgia",544.632627134016,45665,28,6.2,26.4,13.7,12.6,18.3,23.9,18.3,8.9,0.9,42.5,1.5,18.8,1.3,4.4,1.4,16.2,35.9,3.9,0.8,0.2,0,1.7,0
13277,NA,NA,0,28.044446774291092,3.88616744077e-4,1.655057180550009,0.123839009287925,0.237227796436169,0.067941471783089,0.01,78.89582550738913,0.333333333333333,1.324740462745621,0.142026976638129,NA,NA,7.5844397851e-5,0.309597523219814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13277,Tift County,"Tift County, Georgia",260.890010206804,41247,32,2.9,25.7,16.1,16.8,15.3,25,10.8,10.1,2,45.9,3.2,21.6,1.3,8.2,4.7,29.5,28.9,12.6,1.1,0.1,0,3,0.1
13279,NA,NA,0,23.184448954699807,6.93435771035e-4,2.411681984160973,0.804953560371518,0.244536868186638,0.170105032368294,0.01,78.68311703956634,0.375,1.263921918769408,0.173369521878642,NA,NA,3.84106711709e-4,0.185758513931889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,13,Georgia,GA,13279,Toombs County,"Toombs County, Georgia",364.01235361161,26946,34.5,6.2,28.2,17,17,17,26.3,17.8,8.1,2.7,41.7,1.6,24.5,2.8,10.3,1.8,22,23.8,12.1,0.8,0.3,0,4.7,0.1
